Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
126.5,7.819,189.9,1484.8281,0.0,IDLE
127.0,7.827,154.5,1209.2715,0.0,IDLE
127.5,7.827,155.1,1213.9677,0.0,IDLE
128.0,7.848,81.4,638.8272000000001,0.0,IDLE
128.5,7.848,81.4,638.8272000000001,0.0,IDLE
129.0,7.815,189.1,1477.8165000000001,0.0,IDLE
129.5,7.827,167.0,1307.109,0.0,IDLE
130.0,7.823,154.8,1211.0004000000001,0.0,IDLE
130.5,7.848,81.5,639.612,0.0,IDLE
131.0,7.848,81.8,641.9664,0.0,IDLE
131.5,7.815,190.9,1491.8835000000001,0.0,IDLE
132.0,7.819,189.7,1483.2642999999998,0.0,IDLE
132.5,7.827,155.0,1213.185,0.0,IDLE
133.0,7.827,153.8,1203.7926,0.0,IDLE
133.5,7.848,81.5,639.612,0.0,IDLE
134.0,7.848,81.3,638.0423999999999,0.0,IDLE
134.5,7.819,188.9,1477.0091,0.0,IDLE
135.0,7.827,154.5,1209.2715,0.0,IDLE
135.5,7.827,154.8,1211.6196,0.0,IDLE
136.0,7.848,81.2,637.2576,0.0,IDLE
136.5,7.848,81.1,636.4727999999999,0.0,IDLE
137.0,7.815,190.2,1486.413,0.0,IDLE
137.5,7.819,189.5,1481.7005,0.0,IDLE
138.0,7.827,154.9,1212.4023,0.0,IDLE
138.5,7.845,148.1,1161.8445,0.0,IDLE
139.0,7.848,81.0,635.688,0.0,IDLE
139.5,7.848,80.3,630.1944,0.0,IDLE
140.0,7.819,190.0,1485.61,0.0,IDLE
140.5,7.831,154.3,1208.3233000000002,0.0,IDLE
141.0,7.827,153.3,1199.8791,0.0,IDLE
141.5,7.844,81.2,636.9328,0.0,IDLE
142.0,7.848,81.5,639.612,0.0,IDLE
142.5,7.819,190.9,1492.6471000000001,0.0,IDLE
143.0,7.831,154.0,1205.9740000000002,0.0,IDLE
143.5,7.831,154.7,1211.4557,0.0,IDLE
144.0,7.848,81.3,638.0423999999999,0.0,IDLE
144.5,7.848,81.3,638.0423999999999,0.0,IDLE
145.0,7.819,190.1,1486.3918999999999,0.0,IDLE
145.5,7.819,189.5,1481.7005,0.0,IDLE
146.0,7.827,154.3,1207.7061,0.0,IDLE
146.5,7.827,153.7,1203.0099,0.0,IDLE
147.0,7.848,80.9,634.9032000000001,0.0,IDLE
147.5,7.848,81.2,637.2576,0.0,IDLE
148.0,7.819,190.5,1489.5194999999999,0.0,IDLE
148.5,7.831,153.9,1205.1909,0.0,IDLE
149.0,7.82,191.8,1499.8760000000002,0.0,IDLE
149.5,7.831,154.4,1209.1064000000001,0.0,IDLE
150.0,7.827,154.8,1211.6196,0.0,IDLE
150.5,7.848,81.3,638.0423999999999,0.0,IDLE
151.0,7.848,81.5,639.612,0.0,IDLE
151.5,7.819,190.1,1486.3918999999999,0.0,IDLE
152.0,7.819,189.4,1480.9186,0.0,IDLE
152.5,7.827,154.3,1207.7061,0.0,IDLE
153.0,7.852,81.4,639.1528000000001,0.0,IDLE
153.5,7.848,81.4,638.8272000000001,0.0,IDLE
154.0,7.848,76.0,596.448,0.0,IDLE
154.5,7.819,190.0,1485.61,0.0,IDLE
155.0,7.831,154.3,1208.3233000000002,0.0,IDLE
155.5,7.827,154.1,1206.1407,0.0,IDLE
156.0,7.852,81.4,639.1528000000001,0.0,IDLE
156.5,7.844,80.9,634.5796,0.0,IDLE
157.0,7.823,189.7,1484.0230999999999,0.0,IDLE
157.5,7.827,153.7,1203.0099,0.0,IDLE
158.0,7.831,154.1,1206.7571,0.0,IDLE
158.5,7.848,81.1,636.4727999999999,0.0,IDLE
159.0,7.851,74.1,581.7591,0.0,IDLE
159.5,7.831,147.7,1156.6387,0.0,IDLE
160.0,7.848,81.2,637.2576,0.0,IDLE
160.5,7.848,80.8,634.1184,0.0,IDLE
161.0,7.819,189.4,1480.9186,0.0,IDLE
161.5,7.827,154.4,1208.4888,0.0,IDLE
162.0,7.831,153.8,1204.4078000000002,0.0,IDLE
162.5,7.852,80.9,635.2268,0.0,IDLE
163.0,7.844,80.8,633.7952,0.0,IDLE
163.5,7.819,189.5,1481.7005,0.0,IDLE
164.0,7.819,189.7,1483.2642999999998,0.0,IDLE
164.5,7.831,154.3,1208.3233000000002,0.0,IDLE
165.0,7.831,154.0,1205.9740000000002,0.0,IDLE
165.5,7.848,80.5,631.764,0.0,IDLE
166.0,7.848,81.0,635.688,0.0,IDLE
166.5,7.819,189.7,1483.2642999999998,0.0,IDLE
167.0,7.831,668.5,5235.0235,0.0,IDLE
167.5,7.831,649.7,5087.800700000001,0.0,IDLE
168.0,7.832,157.4,1232.7568,0.0,IDLE
168.5,7.848,81.2,637.2576,0.0,IDLE
169.0,7.848,80.6,632.5487999999999,0.0,IDLE
169.5,7.823,190.2,1487.9346,0.0,IDLE
170.0,7.827,153.8,1203.7926,0.0,IDLE
170.5,7.831,153.7,1203.6247,0.0,IDLE
171.0,7.852,81.0,636.0120000000001,0.0,IDLE
171.5,7.852,81.3,638.3676,0.0,IDLE
172.0,7.823,190.0,1486.3700000000001,0.0,IDLE
172.5,7.823,190.5,1490.2815,0.0,IDLE
173.0,7.831,155.2,1215.3712,0.0,IDLE
173.5,7.852,81.1,636.7972,0.0,IDLE
174.0,7.848,81.1,636.4727999999999,0.0,IDLE
174.5,7.848,76.1,597.2328,0.0,IDLE
175.0,7.819,189.4,1480.9186,0.0,IDLE
175.5,7.827,154.4,1208.4888,0.0,IDLE
176.0,7.831,153.6,1202.8416,0.0,IDLE
176.5,7.852,81.1,636.7972,0.0,IDLE
177.0,7.852,81.4,639.1528000000001,0.0,IDLE
177.5,7.819,191.0,1493.429,0.0,IDLE
178.0,7.851,73.9,580.1889,0.0,IDLE
178.5,7.851,74.2,582.5442,0.0,IDLE
179.0,7.851,74.1,581.7591,0.0,IDLE
179.5,7.851,74.0,580.974,0.0,IDLE
180.0,7.851,74.0,580.974,0.0,IDLE
180.5,7.835,148.0,1159.58,0.0,IDLE
181.0,7.831,148.1,1159.7711,0.0,IDLE
181.5,7.835,148.4,1162.714,0.0,IDLE
182.0,7.831,148.4,1162.1204,0.0,IDLE
182.5,7.835,153.0,1198.7549999999999,0.0,IDLE
183.0,7.852,81.0,636.0120000000001,0.0,IDLE
183.5,7.852,80.3,630.5156,0.0,IDLE
184.0,7.823,189.7,1484.0230999999999,0.0,IDLE
184.5,7.831,154.0,1205.9740000000002,0.0,IDLE
185.0,7.827,154.6,1210.0542,0.0,IDLE
185.5,7.852,81.0,636.0120000000001,0.0,IDLE
186.0,7.852,81.2,637.5824,0.0,IDLE
186.5,7.823,190.8,1492.6284,0.0,IDLE
187.0,7.83,87.3,683.559,0.0,IDLE
187.5,7.831,155.2,1215.3712,0.0,IDLE
188.0,7.852,81.1,636.7972,0.0,IDLE
188.5,7.852,81.7,641.5084,0.0,IDLE
189.0,7.819,191.2,1494.9928,0.0,IDLE
189.5,7.823,190.5,1490.2815,0.0,IDLE
190.0,7.831,154.6,1210.6726,0.0,IDLE
190.5,7.831,153.6,1202.8416,0.0,IDLE
191.0,7.852,80.8,634.4416,0.0,IDLE
191.5,7.852,81.3,638.3676,0.0,IDLE
192.0,7.823,189.6,1483.2408,0.0,IDLE
192.5,7.831,154.3,1208.3233000000002,0.0,IDLE
193.0,7.831,154.8,1212.2388,0.0,IDLE
193.5,7.852,81.3,638.3676,0.0,IDLE
194.0,7.852,81.9,643.0788000000001,0.0,IDLE
194.5,7.823,190.4,1489.4992000000002,0.0,IDLE
195.0,7.823,193.1,1510.6213,0.0,IDLE
195.5,7.831,155.4,1216.9374,0.0,IDLE
196.0,7.835,153.8,1205.0230000000001,0.0,IDLE
196.5,7.852,81.6,640.7232,0.0,IDLE
197.0,7.852,80.6,632.8711999999999,0.0,IDLE
197.5,7.823,190.1,1487.1523,0.0,IDLE
198.0,7.835,155.1,1215.2085,0.0,IDLE
198.5,7.831,154.6,1210.6726,0.0,IDLE
199.0,7.835,149.2,1168.982,0.0,IDLE
199.5,7.835,148.3,1161.9305000000002,0.0,IDLE
200.0,7.835,148.7,1165.0645,0.0,IDLE
200.5,7.831,147.7,1156.6387,0.0,IDLE
201.0,7.831,154.9,1213.0219000000002,0.0,IDLE
201.5,7.852,81.2,637.5824,0.0,IDLE
202.0,7.852,81.3,638.3676,0.0,IDLE
202.5,7.823,189.5,1482.4585000000002,0.0,IDLE
203.0,7.826,176.4,1380.5064,0.0,IDLE
203.5,7.831,154.6,1210.6726,0.0,IDLE
204.0,7.852,81.3,638.3676,0.0,IDLE
204.5,7.852,81.8,642.2936,0.0,IDLE
205.0,7.819,189.5,1481.7005,0.0,IDLE
205.5,7.823,189.5,1482.4585000000002,0.0,IDLE
206.0,7.831,154.3,1208.3233000000002,0.0,IDLE
206.5,7.835,153.3,1201.1055000000001,0.0,IDLE
207.0,7.852,81.8,642.2936,0.0,IDLE
207.5,7.852,81.1,636.7972,0.0,IDLE
208.0,7.823,188.7,1476.2001,0.0,IDLE
208.5,7.835,154.1,1207.3735,0.0,IDLE
209.0,7.835,154.9,1213.6415,0.0,IDLE
209.5,7.852,81.2,637.5824,0.0,IDLE
210.0,7.852,81.4,639.1528000000001,0.0,IDLE
210.5,7.823,189.0,1478.547,0.0,IDLE
211.0,7.823,189.3,1480.8939000000003,0.0,IDLE
211.5,7.835,154.2,1208.157,0.0,IDLE
212.0,7.852,81.3,638.3676,0.0,IDLE
212.5,7.856,81.4,639.4784000000001,0.0,IDLE
213.0,7.852,79.9,627.3748,0.0,IDLE
213.5,7.827,189.0,1479.3029999999999,0.0,IDLE
214.0,7.839,154.0,1207.2060000000001,0.0,IDLE
214.5,7.835,154.4,1209.724,0.0,IDLE
215.0,7.852,81.1,636.7972,0.0,IDLE
215.5,7.852,81.1,636.7972,0.0,IDLE
216.0,7.823,190.5,1490.2815,0.0,IDLE
216.5,7.835,153.7,1204.2395,0.0,IDLE
217.0,7.831,155.2,1215.3712,0.0,IDLE
217.5,7.835,146.8,1150.178,0.0,IDLE
218.0,7.835,173.7,1360.9395,0.0,IDLE
218.5,7.855,74.0,581.27,0.0,IDLE
219.0,7.855,74.0,581.27,0.0,IDLE
219.5,7.855,74.0,581.27,0.0,IDLE
220.0,7.855,74.4,584.412,0.0,IDLE
220.5,7.855,74.0,581.27,0.0,IDLE
221.0,7.855,73.9,580.4845,0.0,IDLE
221.5,7.855,73.6,578.128,0.0,IDLE
222.0,7.835,150.2,1176.817,0.0,IDLE
222.5,7.835,149.9,1174.4665,0.0,IDLE
223.0,7.835,148.5,1163.4975,0.0,IDLE
223.5,7.835,149.7,1172.8995,0.0,IDLE
224.0,7.831,91.6,717.3196,0.0,IDLE
224.5,7.855,74.2,582.841,0.0,IDLE
225.0,7.855,74.1,582.0554999999999,0.0,IDLE
225.5,7.855,74.6,585.983,0.0,IDLE
226.0,7.855,74.5,585.1975,0.0,IDLE
226.5,7.855,74.5,585.1975,0.0,IDLE
227.0,7.835,149.7,1172.8995,0.0,IDLE
227.5,7.839,151.3,1186.0407000000002,0.0,IDLE
228.0,7.835,149.4,1170.549,0.0,IDLE
228.5,7.839,148.1,1160.9559,0.0,IDLE
229.0,7.839,147.6,1157.0364,0.0,IDLE
229.5,7.835,148.0,1159.58,0.0,IDLE
230.0,7.855,73.7,578.9135,0.0,IDLE
230.5,7.855,74.3,583.6265,0.0,IDLE
231.0,7.855,74.4,584.412,0.0,IDLE
231.5,7.855,74.1,582.0554999999999,0.0,IDLE
232.0,7.852,80.9,635.2268,0.0,IDLE
232.5,7.823,190.9,1493.4107000000001,0.0,IDLE
233.0,7.835,153.6,1203.456,0.0,IDLE
233.5,7.835,146.5,1147.8275,0.0,IDLE
234.0,7.835,153.6,1203.456,0.0,IDLE
234.5,7.852,80.8,634.4416,0.0,IDLE
235.0,7.856,81.1,637.1216,0.0,IDLE
235.5,7.827,188.8,1477.7376000000002,0.0,IDLE
236.0,7.827,188.6,1476.1722,0.0,IDLE
236.5,7.839,153.7,1204.8543,0.0,IDLE
237.0,7.856,80.8,634.7647999999999,0.0,IDLE
237.5,7.856,81.1,637.1216,0.0,IDLE
238.0,7.823,198.6,1553.6478,0.0,IDLE
238.5,7.827,188.8,1477.7376000000002,0.0,IDLE
239.0,7.835,154.5,1210.5075,0.0,IDLE
239.5,7.839,153.8,1205.6382,0.0,IDLE
240.0,7.852,80.9,635.2268,0.0,IDLE
240.5,7.852,81.5,639.938,0.0,IDLE
241.0,7.827,190.7,1492.6089,0.0,IDLE
241.5,7.835,154.9,1213.6415,0.0,IDLE
242.0,7.835,154.3,1208.9405000000002,0.0,IDLE
242.5,7.856,81.4,639.4784000000001,0.0,IDLE
243.0,7.852,81.2,637.5824,0.0,IDLE
243.5,7.855,74.4,584.412,0.0,IDLE
244.0,7.859,74.2,583.1378,0.0,IDLE
244.5,7.856,79.9,627.6944000000001,0.0,IDLE
245.0,7.839,147.9,1159.3881000000001,0.0,IDLE
245.5,7.843,148.3,1163.1169,0.0,IDLE
246.0,7.852,81.3,638.3676,0.0,IDLE
246.5,7.856,80.8,634.7647999999999,0.0,IDLE
247.0,7.827,189.4,1482.4338,0.0,IDLE
247.5,7.827,191.5,1498.8705,0.0,IDLE
248.0,7.835,154.8,1212.8580000000002,0.0,IDLE
248.5,7.835,152.7,1196.4044999999999,0.0,IDLE
249.0,7.856,81.5,640.264,0.0,IDLE
249.5,7.856,81.3,638.6927999999999,0.0,IDLE
250.0,7.831,191.0,1495.721,0.0,IDLE
250.5,7.839,153.7,1204.8543,0.0,IDLE
251.0,7.839,153.2,1200.9348,0.0,IDLE
251.5,7.856,81.6,641.0495999999999,0.0,IDLE
252.0,7.856,80.9,635.5504000000001,0.0,IDLE
252.5,7.831,186.9,1463.6139,0.0,IDLE
253.0,7.839,153.1,1200.1509,0.0,IDLE
253.5,7.839,153.2,1200.9348,0.0,IDLE
254.0,7.856,81.0,636.336,0.0,IDLE
254.5,7.856,81.3,638.6927999999999,0.0,IDLE
255.0,7.827,188.5,1475.3895,0.0,IDLE
255.5,7.827,187.6,1468.3452,0.0,IDLE
256.0,7.835,153.7,1204.2395,0.0,IDLE
256.5,7.839,153.4,1202.5026,0.0,IDLE
257.0,7.856,81.8,642.6207999999999,0.0,IDLE
257.5,7.86,80.6,633.516,0.0,IDLE
258.0,7.827,187.8,1469.9106000000002,0.0,IDLE
258.5,7.835,153.2,1200.322,0.0,IDLE
259.0,7.835,153.7,1204.2395,0.0,IDLE
259.5,7.86,81.8,642.948,0.0,IDLE
260.0,7.856,81.4,639.4784000000001,0.0,IDLE
260.5,7.827,189.9,1486.3473000000001,0.0,IDLE
261.0,7.839,153.6,1204.0704,0.0,IDLE
261.5,7.835,154.4,1209.724,0.0,IDLE
262.0,7.856,81.2,637.9072,0.0,IDLE
262.5,7.856,81.2,637.9072,0.0,IDLE
263.0,7.827,188.2,1473.0413999999998,0.0,IDLE
263.5,7.827,187.8,1469.9106000000002,0.0,IDLE
264.0,7.835,153.3,1201.1055000000001,0.0,IDLE
264.5,7.839,153.1,1200.1509,0.0,IDLE
265.0,7.856,81.8,642.6207999999999,0.0,IDLE
265.5,7.856,80.2,630.0512,0.0,IDLE
266.0,7.827,187.9,1470.6933000000001,0.0,IDLE
266.5,7.839,152.9,1198.5831,0.0,IDLE
267.0,7.839,153.5,1203.2865000000002,0.0,IDLE
267.5,7.86,81.2,638.2320000000001,0.0,IDLE
268.0,7.86,80.9,635.874,0.0,IDLE
268.5,7.831,187.9,1471.4449000000002,0.0,IDLE
269.0,7.839,177.0,1387.5030000000002,0.0,IDLE
269.5,7.835,155.4,1217.559,0.0,IDLE
270.0,7.856,81.4,639.4784000000001,0.0,IDLE
270.5,7.856,81.4,639.4784000000001,0.0,IDLE
271.0,7.827,187.4,1466.7798,0.0,IDLE
271.5,7.831,186.4,1459.6984000000002,0.0,IDLE
272.0,7.839,152.8,1197.7992000000002,0.0,IDLE
272.5,7.856,81.3,638.6927999999999,0.0,IDLE
273.0,7.856,81.7,641.8352,0.0,IDLE
273.5,7.831,187.4,1467.5294000000001,0.0,IDLE
274.0,7.827,187.5,1467.5625,0.0,IDLE
274.5,7.839,153.3,1201.7187000000001,0.0,IDLE
275.0,7.835,154.1,1207.3735,0.0,IDLE
275.5,7.839,148.3,1162.5237000000002,0.0,IDLE
276.0,7.839,151.4,1186.8246000000001,0.0,IDLE
276.5,7.839,148.2,1161.7398,0.0,IDLE
277.0,7.843,147.1,1153.7052999999999,0.0,IDLE
277.5,7.859,74.0,581.566,0.0,IDLE
278.0,7.859,74.2,583.1378,0.0,IDLE
278.5,7.859,74.1,582.3519,0.0,IDLE
279.0,7.863,74.1,582.6483,0.0,IDLE
