Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
0,7.488,293.0,2193.984,0.0,foo
1,7.486,264.9,1983.0413999999998,0.0,foo
2,7.496,288.8,2164.8448000000003,0.0,foo
3,7.49,290.6,2176.594,0.0,foo
4,7.482,304.4,2277.5208,0.0,foo
5,7.271,1028.1,7475.315099999999,0.0,foo
6,7.252,1125.4,8161.4008,0.0,foo
7,7.319,858.0,6279.702,0.0,foo
8,7.41,551.3,4085.133,0.0,foo
9,7.414,528.0,3914.5919999999996,0.0,foo
10,7.424,460.2,3416.5248,0.0,foo
11,7.415,514.6,3815.759,0.0,foo
12,7.304,953.1,6961.442400000001,0.0,foo
13,7.403,588.7,4358.1461,0.0,foo
14,7.406,556.6,4122.1796,0.0,foo
15,7.311,856.5,6261.8715,0.0,foo
16,7.484,290.0,2170.36,0.0,foo
17,7.484,307.1,2298.3364,0.0,foo
18,7.476,320.5,2396.058,0.0,foo
19,7.485,282.9,2117.5065,0.0,foo
20,7.481,294.9,2206.1468999999997,0.0,foo
21,7.482,281.5,2106.183,0.0,foo
22,7.482,281.8,2108.4276,0.0,foo
23,6.92,2240.8,15506.336000000001,0.0,foo
24,7.004,1934.7,13550.638799999999,0.0,foo
25,6.897,2201.7,15185.124899999999,0.0,foo
26,6.883,2039.8,14039.9434,0.0,foo
27,6.87,2382.4,16367.088000000002,0.0,foo
28,7.474,303.6,2269.1064,0.0,foo
29,7.443,254.9,1897.2206999999999,0.0,foo
30,7.483,289.4,2165.5802,0.0,foo
31,7.468,313.7,2342.7116,0.0,foo
32,7.466,302.3,2256.9718000000003,0.0,foo
33,7.471,307.9,2300.3208999999997,0.0,foo
34,7.472,318.7,2381.3264,0.0,foo
35,7.468,319.6,2386.7728,0.0,foo
36,7.469,317.3,2369.9137,0.0,foo
37,7.467,317.9,2373.7592999999997,0.0,foo
38,7.485,345.9,2589.0615,0.0,foo
39,7.474,301.6,2254.1584000000003,0.0,foo
40,7.469,319.8,2388.5862,0.0,foo
41,7.407,577.4,4276.8018,0.0,foo
42,7.411,510.9,3786.2798999999995,0.0,foo
43,7.411,544.9,4038.2538999999997,0.0,foo
44,7.398,529.2,3915.0216,0.0,foo
45,7.415,528.4,3918.086,0.0,foo
46,7.271,978.9,7117.5819,0.0,foo
47,7.387,648.9,4793.4243,0.0,foo
48,7.407,580.8,4301.9856,0.0,foo
49,7.415,500.1,3708.2415,0.0,foo
50,7.418,516.5,3831.397,0.0,foo
51,7.32,834.8,6110.736,0.0,foo
52,7.416,503.6,3734.6976000000004,0.0,foo
53,7.274,969.7,7053.5978000000005,0.0,foo
54,7.412,1219.9,9041.8988,0.0,foo
55,7.271,1021.7,7428.7807,0.0,foo
56,7.423,483.9,3591.9896999999996,0.0,foo
57,7.381,544.2,4016.7402000000006,0.0,foo
58,7.401,516.6,3823.3566,0.0,foo
59,7.288,999.6,7285.0848000000005,0.0,foo
60,7.416,467.9,3469.9464,0.0,foo
61,7.375,615.0,4535.625,0.0,foo
62,7.381,588.7,4345.194700000001,0.0,foo
63,7.411,545.7,4044.1827000000003,0.0,foo
64,7.318,854.9,6256.1582,0.0,foo
65,7.402,498.3,3688.4166,0.0,foo
66,7.399,574.0,4247.026,0.0,foo
67,7.366,801.5,5903.849,0.0,foo
68,7.395,973.3,7197.553499999999,0.0,foo
69,7.261,1057.0,7674.877,0.0,foo
70,7.388,468.2,3459.0616,0.0,foo
71,7.228,1418.3,10251.472399999999,0.0,foo
72,7.411,521.1,3861.8721,0.0,foo
73,7.384,604.2,4461.412800000001,0.0,foo
74,7.41,498.4,3693.144,0.0,foo
75,7.412,520.3,3856.4635999999996,0.0,foo
76,7.41,485.6,3598.2960000000003,0.0,foo
77,7.413,499.4,3702.0522,0.0,foo
78,7.329,811.3,5946.017699999999,0.0,foo
79,7.341,692.3,5082.1743,0.0,foo
80,7.407,488.8,3620.5416,0.0,foo
81,7.338,810.8,5949.6503999999995,0.0,foo
82,7.418,469.5,3482.751,0.0,foo
83,7.404,511.1,3784.1844,0.0,foo
84,7.335,761.4,5584.869,0.0,foo
85,7.42,467.6,3469.592,0.0,foo
86,7.321,790.3,5785.7863,0.0,foo
87,7.347,772.0,5671.884,0.0,foo
88,7.267,977.1,7100.5857000000005,0.0,foo
89,7.407,514.6,3811.6422000000002,0.0,foo
90,7.397,808.8,5982.6936,0.0,foo
91,7.4,508.3,3761.42,0.0,foo
92,7.276,1001.6,7287.6416,0.0,foo
93,7.185,1284.9,9232.0065,0.0,foo
94,7.413,569.3,4220.2209,0.0,foo
95,7.399,542.3,4012.4776999999995,0.0,foo
96,7.408,514.4,3810.6752,0.0,foo
97,7.409,545.5,4041.6095,0.0,foo
98,7.357,608.3,4475.2631,0.0,foo
99,7.377,530.7,3914.9739000000004,0.0,foo
100,7.398,712.5,5271.075,0.0,foo
101,7.398,499.3,3693.8214,0.0,foo
102,7.405,510.1,3777.2905000000005,0.0,foo
103,7.309,850.2,6214.111800000001,0.0,foo
104,7.357,582.0,4281.774,0.0,foo
105,7.397,507.5,3753.9775,0.0,foo
106,7.421,457.8,3397.3338000000003,0.0,foo
107,7.409,494.6,3664.4914,0.0,foo
108,7.396,507.2,3751.2511999999997,0.0,foo
109,7.233,997.7,7216.3641,0.0,foo
110,7.405,537.7,3981.6685000000007,0.0,foo
111,7.413,484.5,3591.5985,0.0,foo
112,7.415,453.4,3361.961,0.0,foo
113,7.338,971.7,7130.3346,0.0,foo
114,7.398,560.9,4149.5382,0.0,foo
115,7.409,538.6,3990.4874,0.0,foo
116,7.295,866.3,6319.6585,0.0,foo
117,7.313,527.0,3853.951,0.0,foo
118,7.252,1068.0,7745.1359999999995,0.0,foo
119,7.328,797.3,5842.6143999999995,0.0,foo
120,7.423,484.6,3597.1858,0.0,foo
121,7.253,1008.8,7316.8264,0.0,foo
122,7.377,576.8,4255.053599999999,0.0,foo
123,7.387,585.4,4324.3498,0.0,foo
124,7.417,468.8,3477.0896,0.0,foo
125,7.288,914.9,6667.7912,0.0,foo
126,7.408,501.7,3716.5936,0.0,foo
127,7.399,561.5,4154.5385,0.0,foo
128,7.424,456.8,3391.2832000000003,0.0,foo
129,7.396,512.4,3789.7104,0.0,foo
130,7.255,1090.6,7912.302999999999,0.0,foo
131,7.426,467.9,3474.6254,0.0,foo
