Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
0,7.633,254.4,1941.8352,0.0,UNKNOWN
1,7.629,253.0,1930.137,0.0,UNKNOWN
2,7.633,252.9,1930.3857,0.0,UNKNOWN
3,7.633,252.9,1930.3857,0.0,UNKNOWN
4,7.633,256.0,1954.048,0.0,UNKNOWN
5,7.633,253.0,1931.1490000000001,0.0,UNKNOWN
6,7.629,255.7,1950.7352999999998,0.0,UNKNOWN
7,7.633,253.2,1932.6755999999998,0.0,UNKNOWN
8,7.633,253.0,1931.1490000000001,0.0,UNKNOWN
9,7.629,253.6,1934.7143999999998,0.0,UNKNOWN
10,7.629,494.3,3771.0146999999997,0.0,UNKNOWN
11,7.633,253.4,1934.2022,0.0,UNKNOWN
12,7.629,628.9,4797.8781,0.0,UNKNOWN
13,7.629,253.4,1933.1886,0.0,UNKNOWN
14,7.629,253.1,1930.8999,0.0,UNKNOWN
15,7.629,253.5,1933.9515,0.0,UNKNOWN
16,7.625,253.3,1931.4125000000001,0.0,UNKNOWN
17,7.625,254.3,1939.0375000000001,0.0,UNKNOWN
18,7.477,740.6,5537.466200000001,0.0,UNKNOWN
19,7.629,252.9,1929.3741,0.0,UNKNOWN
20,7.629,247.3,1886.6517,0.0,UNKNOWN
21,7.629,253.2,1931.6627999999998,0.0,UNKNOWN
22,7.629,256.4,1956.0755999999997,0.0,UNKNOWN
23,7.629,253.5,1933.9515,0.0,UNKNOWN
24,7.629,255.4,1948.4466,0.0,UNKNOWN
25,7.629,253.3,1932.4257,0.0,UNKNOWN
26,7.629,253.9,1937.0031,0.0,UNKNOWN
27,7.629,253.8,1936.2402,0.0,UNKNOWN
28,7.629,253.5,1933.9515,0.0,UNKNOWN
29,7.629,253.7,1935.4772999999998,0.0,UNKNOWN
30,7.629,253.6,1934.7143999999998,0.0,UNKNOWN
31,7.479,801.5,5994.4185,0.0,UNKNOWN
32,7.456,870.1,6487.4656,0.0,UNKNOWN
33,7.52,598.2,4498.464,0.0,UNKNOWN
34,7.629,254.1,1938.5288999999998,0.0,UNKNOWN
