Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
78.5,7.4,565.4,4183.96,0.0,IDLE
79.0,7.405,574.2,4251.951000000001,0.0,IDLE
79.5,7.401,569.9,4217.8299,0.0,IDLE
80.0,7.396,570.5,4219.418,0.0,IDLE
80.5,7.405,575.9,4264.5395,0.0,IDLE
81.0,7.447,382.4,2847.7327999999998,0.0,IDLE
81.5,7.447,379.0,2822.413,0.0,IDLE
82.0,7.451,377.2,2810.5172,0.0,IDLE
82.5,7.447,382.9,2851.4563,0.0,IDLE
83.0,7.451,382.6,2850.7526,0.0,IDLE
83.5,7.451,377.4,2812.0073999999995,0.0,IDLE
84.0,7.447,379.0,2822.413,0.0,IDLE
84.5,7.447,382.3,2846.9881,0.0,IDLE
85.0,7.455,381.8,2846.319,0.0,IDLE
85.5,7.447,377.8,2813.4766,0.0,IDLE
