Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
103,0.0,0.0,0.0,0.0,UNKNOWN
104,0.0,0.0,0.0,0.0,UNKNOWN
105,0.0,0.0,0.0,0.0,UNKNOWN
106,0.0,0.0,0.0,0.0,UNKNOWN
107,0.0,0.0,0.0,0.0,UNKNOWN
108,24.42,0.0,0.0,0.0,UNKNOWN
109,0.0,0.0,0.0,0.0,UNKNOWN
110,24.42,0.0,0.0,0.0,UNKNOWN
111,0.0,0.0,0.0,0.0,UNKNOWN
112,0.0,0.0,0.0,0.0,UNKNOWN
113,0.0,0.0,0.0,0.0,UNKNOWN
114,24.42,0.0,0.0,0.0,UNKNOWN
115,0.0,0.0,0.0,0.0,UNKNOWN
116,24.42,0.0,0.0,0.0,UNKNOWN
117,0.0,0.0,0.0,0.0,UNKNOWN
118,16.06,0.0,0.0,0.0,UNKNOWN
119,0.0,0.0,0.0,0.0,UNKNOWN
120,0.0,0.0,0.0,0.0,UNKNOWN
121,0.0,0.0,0.0,0.0,UNKNOWN
122,0.0,0.0,0.0,0.0,UNKNOWN
123,0.0,0.0,0.0,0.0,UNKNOWN
124,0.0,0.0,0.0,0.0,UNKNOWN
125,0.0,0.0,0.0,0.0,UNKNOWN
126,0.0,0.0,0.0,0.0,UNKNOWN
127,0.0,0.0,0.0,0.0,UNKNOWN
128,0.0,0.0,0.0,0.0,UNKNOWN
129,0.0,0.0,0.0,0.0,UNKNOWN
130,0.0,0.0,0.0,0.0,UNKNOWN
131,0.0,0.0,0.0,0.0,UNKNOWN
132,0.0,0.0,0.0,0.0,UNKNOWN
133,0.0,0.0,0.0,0.0,UNKNOWN
134,0.0,0.0,0.0,0.0,UNKNOWN
135,0.0,0.0,0.0,0.0,UNKNOWN
136,0.0,0.0,0.0,0.0,UNKNOWN
137,0.0,0.0,0.0,0.0,UNKNOWN
138,0.0,0.0,0.0,0.0,UNKNOWN
139,0.0,0.0,0.0,0.0,UNKNOWN
140,0.0,0.0,0.0,0.0,UNKNOWN
141,0.0,0.0,0.0,0.0,UNKNOWN
142,0.0,0.0,0.0,0.0,UNKNOWN
143,0.0,0.0,0.0,0.0,UNKNOWN
144,0.0,0.0,0.0,0.0,UNKNOWN
145,0.0,0.0,0.0,0.0,UNKNOWN
146,0.0,0.0,0.0,0.0,UNKNOWN
147,0.0,0.0,0.0,0.0,UNKNOWN
148,0.0,0.0,0.0,0.0,UNKNOWN
149,0.0,0.0,0.0,0.0,UNKNOWN
150,0.0,0.0,0.0,0.0,UNKNOWN
151,0.0,0.0,0.0,0.0,UNKNOWN
152,0.0,0.0,0.0,0.0,UNKNOWN
153,0.0,0.0,0.0,0.0,UNKNOWN
154,0.0,0.0,0.0,0.0,UNKNOWN
155,0.0,0.0,0.0,0.0,UNKNOWN
156,0.0,0.0,0.0,0.0,UNKNOWN
157,0.0,0.0,0.0,0.0,UNKNOWN
158,24.42,0.0,0.0,0.0,UNKNOWN
159,24.42,0.0,0.0,0.0,UNKNOWN
160,2.668,0.0,0.0,0.0,UNKNOWN
