Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
0.0,7.467,377.6,2819.5392,0.0,IDLE
0.5,7.466,377.0,2814.6820000000002,0.0,IDLE
1.0,7.466,373.7,2790.0442,0.0,IDLE
1.5,7.463,369.2,2755.3396,0.0,IDLE
2.0,7.466,376.1,2807.9626000000003,0.0,IDLE
2.5,7.467,372.7,2782.9509,0.0,IDLE
3.0,7.467,377.9,2821.7792999999997,0.0,IDLE
3.5,7.462,378.9,2827.3518,0.0,IDLE
4.0,7.471,370.3,2766.5113,0.0,IDLE
4.5,7.463,376.4,2809.0732,0.0,IDLE
5.0,7.467,372.3,2779.9641,0.0,IDLE
5.5,7.467,377.8,2821.0326,0.0,IDLE
6.0,7.463,384.2,2867.2846,0.0,IDLE
6.5,7.467,378.1,2823.2727,0.0,IDLE
7.0,7.462,376.3,2807.9506,0.0,IDLE
7.5,7.467,373.2,2786.6843999999996,0.0,IDLE
8.0,7.467,377.8,2821.0326,0.0,IDLE
8.5,7.466,374.6,2796.7636,0.0,IDLE
9.0,7.467,378.4,2825.5127999999995,0.0,IDLE
9.5,7.466,374.4,2795.2704,0.0,IDLE
10.0,7.467,377.8,2821.0326,0.0,IDLE
10.5,7.462,379.0,2828.098,0.0,IDLE
11.0,7.467,373.4,2788.1777999999995,0.0,IDLE
11.5,7.467,377.2,2816.5523999999996,0.0,IDLE
12.0,7.333,865.3,6345.2449,0.0,IDLE
12.5,7.353,768.1,5647.8393,0.0,IDLE
13.0,7.359,759.1,5586.2169,0.0,IDLE
13.5,7.183,1484.9,10666.0367,0.0,IDLE
14.0,7.191,1455.7,10467.9387,0.0,IDLE
14.5,7.373,780.8,5756.8384,0.0,IDLE
15.0,7.368,775.1,5710.9368,0.0,IDLE
15.5,7.366,776.4,5718.962399999999,0.0,IDLE
16.0,7.242,1418.6,10273.501199999999,0.0,IDLE
16.5,7.358,735.2,5409.6016,0.0,IDLE
17.0,7.354,720.8,5300.763199999999,0.0,IDLE
17.5,7.366,717.8,5287.314799999999,0.0,IDLE
18.0,7.362,767.7,5651.807400000001,0.0,IDLE
18.5,7.367,725.2,5342.548400000001,0.0,IDLE
19.0,7.459,380.6,2838.8954,0.0,IDLE
19.5,7.462,375.5,2801.9809999999998,0.0,IDLE
20.0,7.458,377.8,2817.6324,0.0,IDLE
20.5,7.462,370.5,2764.671,0.0,IDLE
21.0,7.462,375.1,2798.9962,0.0,IDLE
21.5,7.462,368.5,2749.747,0.0,IDLE
22.0,7.458,372.2,2775.8676,0.0,IDLE
22.5,7.462,368.9,2752.7317999999996,0.0,IDLE
23.0,7.458,371.8,2772.8844000000004,0.0,IDLE
23.5,7.462,368.8,2751.9856,0.0,IDLE
24.0,7.459,372.2,2776.2398,0.0,IDLE
24.5,7.463,369.4,2756.8322,0.0,IDLE
25.0,7.459,379.3,2829.1987,0.0,IDLE
25.5,7.459,369.6,2756.8464,0.0,IDLE
26.0,7.459,380.8,2840.3872,0.0,IDLE
26.5,7.459,373.4,2785.1906,0.0,IDLE
27.0,7.458,377.1,2812.4118000000003,0.0,IDLE
27.5,7.459,377.7,2817.2643,0.0,IDLE
28.0,7.462,374.3,2793.0266,0.0,IDLE
28.5,7.459,377.5,2815.7725,0.0,IDLE
29.0,7.462,374.1,2791.5342,0.0,IDLE
29.5,7.459,381.1,2842.6249000000003,0.0,IDLE
30.0,7.462,373.1,2784.0722,0.0,IDLE
30.5,7.458,378.5,2822.853,0.0,IDLE
31.0,7.463,378.0,2821.014,0.0,IDLE
31.5,7.463,373.4,2786.6841999999997,0.0,IDLE
32.0,7.463,378.0,2821.014,0.0,IDLE
32.5,7.458,373.1,2782.5798000000004,0.0,IDLE
33.0,7.458,381.3,2843.7354,0.0,IDLE
33.5,7.463,380.8,2841.9104,0.0,IDLE
34.0,7.458,374.2,2790.7836,0.0,IDLE
34.5,7.409,599.2,4439.4728000000005,0.0,IDLE
35.0,7.402,586.6,4342.0132,0.0,IDLE
35.5,7.234,1283.8,9287.0092,0.0,IDLE
36.0,7.444,579.2,4311.5648,0.0,IDLE
36.5,7.458,382.6,2853.4308,0.0,IDLE
37.0,7.455,379.1,2826.1905,0.0,IDLE
