Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
0.0,7.255,385.7,2798.2535,1537.7306151025398,IDLE
0.5,7.259,384.4,2790.3596,1412.6659030369874,IDLE
1.0,7.116,875.7,6231.4812,1313.9018527517596,DRIVING
1.5,7.169,842.6,6040.5994,1475.6521488585418,DRIVING
2.0,7.12,829.9,5908.888,1479.0052676008875,DRIVING
2.5,7.178,825.3,5924.0034,1443.4348529289193,DRIVING
3.0,6.768,1412.8,9561.830399999999,1428.008942305916,DRIVING
3.5,6.738,1523.2,10263.321600000001,1352.1224595020356,DRIVING
4.0,7.083,841.1,5957.5113,1376.8280591229118,DRIVING
4.5,7.059,829.9,5858.2641,1261.7267247263594,DRIVING
5.0,7.073,820.2,5801.274600000001,1351.053376753152,DRIVING
5.5,6.832,1457.3,9956.273599999999,1232.9703648619875,DRIVING
6.0,6.963,1324.5,9222.4935,1298.1383259235024,DRIVING
6.5,6.787,1616.9,10973.900300000001,1498.078152022782,DRIVING
7.0,7.18,833.5,5984.53,1446.751186937568,DRIVING
7.5,7.147,1400.1,10006.5147,1375.7492516743157,DRIVING
8.0,7.17,919.4,6592.098,1161.538428746208,DRIVING
8.5,7.177,600.8,4311.941599999999,1406.1156835607358,DRIVING
9.0,6.756,603.1,4074.5436000000004,1420.327063752192,DRIVING
9.5,7.188,605.6,4353.0528,1328.7003088367596,DRIVING
10.0,7.029,864.3,6075.164699999999,1273.1145594967982,DRIVING
10.5,7.026,827.6,5814.7176,1190.4573602209996,DRIVING
11.0,6.798,1388.5,9439.023,1356.4030186278792,DRIVING
11.5,7.076,823.9,5829.916399999999,1251.4185430305793,DRIVING
12.0,7.047,823.0,5799.681,1251.4185430305793,DRIVING
12.5,6.933,1470.2,10192.8966,1336.1306136370379,DRIVING
13.0,6.777,1457.1,9874.7667,1262.759868367608,DRIVING
13.5,7.068,812.6,5743.4568,1325.5222346892479,DRIVING
14.0,7.048,854.0,6018.992,1325.5222346892479,DRIVING
14.5,7.06,826.2,5832.972,1188.4515352019357,DRIVING
15.0,7.076,1415.9,10018.9084,1191.460906950078,DRIVING
15.5,7.055,792.5,5591.0875,1276.2292116896595,DRIVING
16.0,7.058,1477.6,10428.9008,1378.986942459198,DRIVING
16.5,7.074,922.2,6523.6428000000005,1121.2597795675395,DRIVING
17.0,6.929,1205.1,8350.1379,1227.87018267555,DRIVING
17.5,7.124,840.1,5984.8724,1155.5995969127823,DRIVING
18.0,7.057,825.4,5824.8478000000005,1313.9018527517596,DRIVING
18.5,6.756,1513.4,10224.530400000001,1348.9164796944779,DRIVING
19.0,7.092,1247.9,8850.1068,1325.5222346892479,DRIVING
19.5,7.092,830.2,5887.7784,1254.5065580024882,DRIVING
20.0,6.85,1207.9,8274.115,1292.9049576322996,DRIVING
20.5,7.148,830.3,5934.984399999999,1222.7805708148871,DRIVING
21.0,6.823,1539.5,10504.0085,1205.554956525432,DRIVING
21.5,7.145,1509.3,10783.948499999999,1208.5858917381556,DRIVING
22.0,7.137,826.4,5898.016799999999,1301.2834206545956,DRIVING
22.5,7.163,832.1,5960.3323,1375.7492516743157,DRIVING
23.0,7.242,813.3,5889.9186,1223.797647560958,DRIVING
23.5,7.004,1259.9,8824.3396,1318.1215268011397,DRIVING
24.0,6.951,1242.5,8636.6175,1165.5061062291118,DRIVING
24.5,6.987,1266.7,8850.4329,1193.469268847328,DRIVING
25.0,6.916,1541.6,10661.7056,1281.428754938382,DRIVING
25.5,6.946,1316.1,9141.630599999999,1286.6388685128795,DRIVING
26.0,7.072,1173.9,8301.820800000001,1320.2339007040155,DRIVING
26.5,7.244,1296.4,9391.1216,1202.5278266299874,DRIVING
27.0,7.029,1518.4,10672.8336,1284.5535546439874,DRIVING
27.5,7.162,821.0,5880.0019999999995,1157.5775162717998,DRIVING
28.0,7.177,828.7,5947.5799,1297.0908066391996,DRIVING
28.5,7.042,1345.9,9477.827800000001,1107.6688774990755,DRIVING
