Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
189.0,7.316,385.4,2819.5863999999997,785.0219447950996,IDLE
189.5,7.312,387.5,2833.4,751.972130007438,IDLE
190.0,7.307,394.2,2880.4194,794.8295158621756,IDLE
190.5,7.312,383.3,2802.6896,763.9810771204155,IDLE
191.0,7.312,385.5,2818.7760000000003,737.6869689420721,IDLE
191.5,7.311,385.5,2818.3905,725.8873142794396,IDLE
192.0,7.311,383.2,2801.5751999999998,778.5173891261956,IDLE
192.5,7.308,383.8,2804.8104,765.5894578903394,IDLE
193.0,7.176,384.1,2756.3016000000002,637.8491849646197,IDLE
193.5,7.219,389.9,2814.6881,716.5160862603555,IDLE
194.0,7.255,385.6,2797.5280000000002,764.785056098862,IDLE
194.5,7.251,385.8,2797.4358,691.0591478833921,IDLE
