Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
0.0,7.075,385.8,2729.5350000000003,1553.7366252040752,IDLE
0.5,7.067,381.7,2697.4739,1584.839385983982,IDLE
1.0,7.079,384.7,2723.2913,1655.0601741724622,IDLE
1.5,7.079,380.4,2692.8516,1659.7956801196624,IDLE
2.0,7.164,635.3,4551.289199999999,1437.916085841792,DRIVING
2.5,7.179,596.4,4281.5556,1567.5220212667991,DRIVING
3.0,7.178,595.5,4274.499,1592.953379455388,DRIVING
3.5,7.159,578.0,4137.902,1626.7892036676783,DRIVING
4.0,7.171,593.0,4252.403,1725.5949010364598,DRIVING
4.5,7.166,590.8,4233.6728,1610.4102724727995,DRIVING
5.0,7.013,585.0,4102.605,1651.5129842488875,DRIVING
5.5,7.167,591.8,4241.4306,1690.7413658585517,DRIVING
6.0,6.761,1239.8,8382.2878,1613.9130670281195,DRIVING
6.5,7.183,589.5,4234.3785,1477.8871385404082,DRIVING
7.0,6.747,1272.1,8582.858699999999,1655.0601741724622,DRIVING
7.5,7.194,591.3,4253.812199999999,1619.7595142142716,DRIVING
8.0,7.182,589.9,4236.6618,1589.473416803742,DRIVING
8.5,7.174,591.0,4239.834,1646.7893170665557,DRIVING
9.0,6.674,1312.9,8762.294600000001,1660.9806136390393,DRIVING
9.5,7.182,588.0,4223.0160000000005,1649.1503050316594,DRIVING
10.0,7.191,592.4,4259.948399999999,1468.9573273256883,DRIVING
10.5,7.184,594.5,4270.888,1587.1555557678,DRIVING
11.0,6.963,1292.5,8999.6775,1598.76177346875,DRIVING
11.5,7.19,1324.2,9520.998000000001,1633.8341143901996,DRIVING
12.0,7.183,588.2,4225.0406,1525.2126011002379,DRIVING
12.5,7.187,586.3,4213.7381,1606.9112832347598,DRIVING
13.0,7.186,592.5,4257.705,1574.4375512018357,DRIVING
13.5,7.191,589.2,4236.9372,1616.2503774634874,DRIVING
14.0,7.194,593.4,4268.9196,1581.3683024059874,DRIVING
14.5,7.186,587.2,4219.6192,1577.901024145272,DRIVING
15.0,7.191,590.7,4247.7237000000005,1463.3899367399954,DRIVING
15.5,7.191,589.6,4239.8136,1636.1858004686221,DRIVING
16.0,6.8,1181.9,8036.92,1351.053376753152,DRIVING
16.5,7.255,582.9,4228.9394999999995,1500.3300542258883,DRIVING
17.0,7.194,583.6,4198.4184000000005,1512.745747474687,DRIVING
17.5,7.195,582.9,4193.9655,1550.299789481592,DRIVING
18.0,7.199,579.1,4168.9409000000005,1466.7291026523176,DRIVING
18.5,7.189,591.7,4253.7313,1481.2427941609394,DRIVING
19.0,6.744,1284.3,8661.3192,1525.2126011002379,DRIVING
19.5,7.195,593.7,4271.6715,1544.5801862047392,DRIVING
20.0,7.199,574.8,4137.985199999999,1599.9247207105154,DRIVING
20.5,7.194,593.5,4269.639,1413.759086128638,DRIVING
21.0,7.194,594.7,4278.2718,1400.668794688878,DRIVING
21.5,7.195,1034.6,7443.946999999999,1451.1788849982004,DRIVING
22.0,7.203,585.2,4215.195600000001,1376.8280591229118,DRIVING
22.5,7.197,577.1,4153.3887,1544.5801862047392,DRIVING
23.0,7.19,592.7,4261.513000000001,1381.147517047608,DRIVING
23.5,7.191,593.2,4265.7012,1485.7229210374155,DRIVING
24.0,7.191,593.1,4264.9821,1508.225030547235,DRIVING
24.5,7.19,586.8,4219.092,1505.9672089616956,DRIVING
25.0,7.19,589.1,4235.629000000001,1552.59059048355,DRIVING
25.5,7.191,601.3,4323.9483,1475.6521488585418,DRIVING
26.0,6.727,1287.4,8660.339800000002,1572.1306833046992,DRIVING
26.5,7.194,595.7,4285.4658,1556.0299630842198,DRIVING
27.0,7.201,581.9,4190.2618999999995,1445.645319454988,DRIVING
27.5,7.194,580.4,4175.3976,1485.7229210374155,DRIVING
28.0,6.749,1298.5,8763.5765,1446.751186937568,DRIVING
28.5,7.198,588.9,4238.9022,1536.5904997644484,DRIVING
29.0,7.194,587.0,4222.878,1505.9672089616956,DRIVING
29.5,7.189,596.5,4288.2385,1564.0699642752002,DRIVING
30.0,7.19,585.1,4206.869000000001,1496.9528351407755,DRIVING
30.5,7.19,589.7,4239.943,1484.6022550987498,DRIVING
31.0,7.194,596.1,4288.3434,1387.639388325582,DRIVING
31.5,7.194,586.3,4217.8422,1421.4232065350593,DRIVING
32.0,7.194,585.4,4211.3676,1472.3028354334756,DRIVING
32.5,7.198,582.8,4194.9944,1476.7694322929594,DRIVING
33.0,6.817,1117.1,7615.270699999999,1441.2260776549758,DRIVING
33.5,6.907,684.0,4724.388,1422.5197721309576,DRIVING
34.0,7.194,587.6,4227.1944,1430.2075700671153,DRIVING
34.5,7.195,593.5,4270.2325,1322.3479658590154,DRIVING
35.0,7.185,576.7,4143.5895,1512.745747474687,DRIVING
35.5,7.19,584.1,4199.679,1335.0678730836196,DRIVING
36.0,7.195,591.0,4252.245,1341.4506585995957,DRIVING
36.5,6.817,1238.5,8442.8545,1502.5836476811178,DRIVING
37.0,7.198,572.8,4123.0144,1430.2075700671153,DRIVING
37.5,7.199,581.0,4182.619,1437.916085841792,DRIVING
38.0,7.198,583.0,4196.434,1487.9655213538394,DRIVING
38.5,7.195,586.2,4217.709000000001,1526.3484883080191,DRIVING
39.0,7.195,581.0,4180.295,1362.8365417075759,DRIVING
39.5,7.067,1253.3,8857.0711,1305.4827996784875,DRIVING
40.0,7.182,1312.7,9427.8114,1525.2126011002379,DRIVING
40.5,7.19,591.9,4255.761,1452.2868665459355,DRIVING
41.0,6.764,1303.2,8814.8448,1302.3326311910223,DRIVING
41.5,7.194,576.1,4144.463400000001,1378.986942459198,DRIVING
42.0,7.091,1286.1,9119.7351,1372.5153662067119,DRIVING
42.5,7.19,583.3,4193.927,1433.5086828066483,DRIVING
43.0,6.831,1226.8,8380.2708,1446.751186937568,DRIVING
43.5,7.203,585.7,4218.797100000001,1319.1775023460623,DRIVING
44.0,7.198,587.4,4228.1052,1390.8910319404872,DRIVING
44.5,7.19,585.2,4207.588000000001,1471.1872432511818,DRIVING
45.0,7.194,583.4,4196.9796,1267.9319287693156,DRIVING
45.5,7.194,591.0,4251.6539999999995,1397.4057351221359,DRIVING
46.0,7.203,585.2,4215.195600000001,1381.147517047608,DRIVING
46.5,7.199,583.7,4202.0563,1280.3880006625755,DRIVING
47.0,7.198,583.4,4199.3132000000005,1387.639388325582,DRIVING
47.5,7.201,582.4,4193.8624,1471.1872432511818,DRIVING
48.0,7.193,584.1,4201.4313,1320.2339007040155,DRIVING
48.5,7.193,583.0,4193.518999999999,1263.7934348218876,DRIVING
49.0,7.199,592.7,4266.8473,1399.5806853535994,DRIVING
49.5,6.915,1156.8,7999.272,1284.5535546439874,DRIVING
50.0,6.987,1239.7,8661.7839,1300.2346329312,DRIVING
50.5,7.195,582.5,4191.087500000001,1439.0189936331553,DRIVING
51.0,7.195,575.2,4138.564,1351.053376753152,DRIVING
51.5,7.189,586.3,4214.910699999999,1280.3880006625755,DRIVING
52.0,7.202,586.4,4223.2528,1370.3615566267981,DRIVING
52.5,7.198,589.2,4241.061600000001,1380.0670183468878,DRIVING
53.0,6.775,1253.4,8491.785000000002,1301.2834206545956,DRIVING
53.5,7.194,588.9,4236.5466,1351.053376753152,DRIVING
54.0,7.191,593.0,4264.263,1372.5153662067119,DRIVING
54.5,7.194,583.3,4196.2602,1354.2618934388956,DRIVING
55.0,7.191,585.9,4213.2069,1288.7258736338954,DRIVING
55.5,7.202,572.9,4126.025799999999,1334.005555343232,DRIVING
56.0,7.194,590.7,4249.495800000001,1362.8365417075759,DRIVING
56.5,7.19,576.6,4145.754000000001,1383.309782888142,DRIVING
57.0,7.202,573.7,4131.7874,1412.6659030369874,DRIVING
57.5,7.194,581.3,4181.8722,1326.5811699253877,DRIVING
58.0,6.699,1309.5,8772.3405,1247.3071091171355,DRIVING
58.5,6.727,1297.5,8728.282500000001,1238.0811173742,DRIVING
59.0,6.757,1301.4,8793.5598,1185.4459687710719,DRIVING
59.5,7.194,587.3,4225.0362,1227.87018267555,DRIVING
60.0,7.195,591.8,4258.001,1326.5811699253877,DRIVING
60.5,7.194,583.5,4197.699,1381.147517047608,DRIVING
61.0,7.19,586.4,4216.216,1303.3822645404796,DRIVING
61.5,7.19,692.8,4981.232,1180.4451476469196,DRIVING
62.0,7.198,629.6,4531.8608,1153.6233688058878,DRIVING
62.5,7.198,582.9,4195.7142,1297.0908066391996,DRIVING
63.0,7.198,579.3,4169.8014,1235.0133974277794,DRIVING
63.5,7.197,589.3,4241.192099999999,1276.2292116896595,DRIVING
